개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,약국영업면적,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,지정일자,최종수정시점
3250000,PHMD119833250021084000001,1983-06-03,,폐업,2025-02-03,,,,48977,천우사약국,I,2026-03-26 22:34:02,부산광역시 중구 흑교로 20 (부평동2가),폐업,03,0,03,0512452365,384602.0332017      ,179898.863217551    ,부산광역시 중구 부평동 2가 68-5,1983-06-03,2025-02-03 09:28:53
3250000,PHMD119993250021084000001,1999-12-28,,폐업,2026-01-26,,,600-025,48918,메리놀약국,I,2026-03-26 22:33:57,부산광역시 중구 동영로 9-2 (동광동5가),폐업,03,49,03,0514418275,385325.286704541    ,180675.864874955    ,부산광역시 중구 동광동5가 15번지 78호,1999-12-28,2026-01-26 17:41:35
3250000,PHMD119863250021084000001,1986-01-28,,폐업,2017-09-06,,,,48983,시장약국,I,2026-03-26 22:33:56,부산광역시 중구 자갈치로47번길 1 (남포동5가),폐업,03,0,03,0512453155,384975.826221799    ,179464.282840538    ,부산광역시 중구 남포동 5가 80-3,1986-01-28,2017-09-06 11:22:49
3250000,PHMD119863250021084000003,1986-11-22,,폐업,2011-03-31,,,,,동아약국,I,2026-03-26 22:33:56,,폐업,03,0,03,0512467942,,,부산광역시 중구 남포동 4가 31-1,1986-11-22,2011-04-07 13:49:17
3250000,PHMD119873250021084000001,1987-01-13,,폐업,2017-02-28,,,,48953,제일대동약국,I,2026-03-26 22:33:56,부산광역시 중구 구덕로34번길 3 (남포동4가),폐업,03,0,03,0512450669,385211.790602228    ,179567.012887262    ,부산광역시 중구 남포동 4가 2-7,1987-01-13,2017-02-28 17:12:05
3250000,PHMD119893250021084000001,1989-03-08,,폐업,2017-04-10,,,,48921,일신약국,I,2026-03-26 22:33:56,부산광역시 중구 동영로 6-1 (동광동5가),폐업,03,30,03,0514637584,385313.821265433    ,180628.203146279    ,부산광역시 중구 동광동 5가 16-34,1989-03-08,2017-04-10 10:08:28
3250000,PHMD119943250021084000001,1994-12-29,,폐업,2025-02-19,,,,48946,새부산약국,I,2026-03-26 22:33:57,부산광역시 중구 광복로 31-1 (창선동2가),폐업,03,0,03,0512455265,384909.421952361    ,179703.5895458      ,부산광역시 중구 창선동 2가 22-1,1994-12-29,2025-02-19 09:43:42
3250000,PHMD119963250021084000001,1996-09-02,,폐업,2012-06-12,,,,,제일사약국,I,2026-03-26 22:33:57,부산광역시 중구 대영로 221-1 (영주동),폐업,03,0,03,0514633733,385458.233684356    ,181142.143228385    ,부산광역시 중구 영주동 58-11,1996-09-02,2012-06-12 16:46:44
3250000,PHMD120003250021084000001,2000-02-17,,폐업,2014-01-27,,,,,원약국,I,2026-03-26 22:33:57,부산광역시 중구 보수대로 136 (보수동1가),폐업,03,32,03,0512548653,384346.355426598    ,180604.143998645    ,부산광역시 중구 보수동 1가 12-12,2000-02-17,2014-01-27 10:13:53
3250000,PHMD120003250021084000002,2000-07-10,,폐업,2011-06-01,,,,,미래팜약국,I,2026-03-26 22:33:57,,폐업,03,0,03,0512566667,,,부산광역시 중구 대청동 3가 13-2,2000-07-10,2011-06-01 09:27:16
3250000,PHMD120003250021084000003,2000-11-02,,폐업,2015-11-02,,,,48946,대동약국,I,2026-03-26 22:33:57,부산광역시 중구 대청로 80 (대청동3가),폐업,03,35,03,0512456505,384893.634546496    ,180069.338251171    ,부산광역시 중구 대청동 3가 20,2000-11-02,2015-11-02 10:48:14
3250000,PHMD120013250021084000003,2001-10-15,,폐업,2018-09-20,,,,48933,조은약국,I,2026-03-26 22:33:57,부산광역시 중구 대청로 105-3 (대청동2가),폐업,03,12,03,0514697156,385166.230754692    ,180102.482228992    ,부산광역시 중구 대청동 2가 11-1,2001-10-15,2018-09-20 16:28:47
3250000,PHMD120013250021084000004,2001-11-21,,폐업,2012-04-10,,,,,명성약국,I,2026-03-26 22:33:57,,폐업,03,22,03,0514672270,,,부산광역시 중구 동광동 5가 16-266,2001-11-21,2012-04-12 11:26:03
3250000,PHMD120023250021084000001,2002-02-14,,폐업,2008-12-01,,,,,한사랑약국,I,2026-03-26 22:33:57,,폐업,03,0,03,0514676577,,,부산광역시 중구 대청동 3가 8-1,2002-02-14,2008-12-26 17:22:34
3250000,PHMD120033250021084000002,2003-11-13,,폐업,2012-08-13,,,,,맑은샘약국,I,2026-03-26 22:33:57,부산광역시 중구 광복중앙로34번길 11 (대청동2가),폐업,03,0,03,0512546630,385154.70853865     ,180034.689907783    ,부산광역시 중구 대청동 2가 27-2,2003-11-13,2012-08-13 14:42:57
3250000,PHMD120043250021084000001,2004-07-06,,폐업,2009-02-16,,,,,우리들약국,I,2026-03-26 22:33:57,,폐업,03,0,03,0512477875,,,부산광역시 중구 대청동 2가 20-2,2004-07-06,2011-05-12 10:53:28
3250000,PHMD120043250021084000002,2004-09-01,,폐업,2010-11-30,,,,,성심약국,I,2026-03-26 22:33:57,,폐업,03,0,03,0512551033,,,부산광역시 중구 부평동 4가 51-3,2004-09-01,2011-04-17 10:44:39
3250000,PHMD120043250021084000003,2004-09-16,,폐업,2009-09-17,,,,,건강약국,I,2026-03-26 22:33:57,,폐업,03,0,03,0514625503,,,부산광역시 중구 중앙동 4가 53-6,2004-09-16,2009-09-17 10:37:25
3250000,PHMD120053250021084000001,2005-01-13,,폐업,2016-03-09,,,,48976,부산약국,I,2026-03-26 22:33:57,부산광역시 중구 흑교로 35 (부평동3가),폐업,03,31,03,0512440493,384569.710256049    ,180055.446897484    ,부산광역시 중구 부평동 3가 7-4,2005-01-13,2016-03-09 10:24:10
3250000,PHMD120053250021084000002,2005-04-18,,폐업,2012-04-10,,,,,세명약국,I,2026-03-26 22:33:57,부산광역시 중구 광복로 33 (창선동2가),폐업,03,173,03,0512451081,384923.565817085    ,179708.747800094    ,부산광역시 중구 창선동 2가 21-2,2005-04-18,2012-04-12 11:25:51
3250000,PHMD120053250021084000003,2005-12-08,,폐업,2013-01-18,,,,,새부산약국,I,2026-03-26 22:33:57,부산광역시 중구 충장대로 24 (중앙동4가),폐업,03,16,03,0514630304,386032.23679898     ,180263.270670691    ,부산광역시 중구 중앙동 4가 15-3,2005-12-08,2013-01-19 14:29:27
3250000,PHMD120063250021084000002,2006-04-20,,폐업,2015-08-18,,,,48963,행복약국,I,2026-03-26 22:33:57,부산광역시 중구 흑교로 53 (보수동2가),폐업,03,41,03,0512413490,384535.453553411    ,180215.945734807    ,부산광역시 중구 보수동 2가 89-4,2006-04-20,2015-08-18 11:33:12
3250000,PHMD120063250021084000003,2006-06-01,,폐업,2011-12-26,,,,,지산약국,I,2026-03-26 22:33:57,부산광역시 중구 샘길 1 (동광동5가),폐업,03,128,03,0514424046,385281.02690076     ,180539.427769861    ,부산광역시 중구 동광동 5가 19-13,2006-06-01,2011-12-27 10:15:13
3250000,PHMD120063250021084000004,2006-06-02,,폐업,2017-09-25,,,,48921,평화약국,I,2026-03-26 22:33:58,부산광역시 중구 동영로 6-2 (동광동5가),폐업,03,9,03,0514689567,385317.237804327    ,180635.366153188    ,부산광역시 중구 동광동 5가 16-32,2006-06-02,2017-09-25 15:55:24
3250000,PHMD120063250021084000005,2006-06-23,,폐업,2013-09-30,,,,,일진사약국,I,2026-03-26 22:33:58,,폐업,03,106,03,0512531311,,,부산광역시 중구 창선동 2가 27-6,2006-06-23,2013-10-01 08:54:32
3250000,PHMD120063250021084000006,2006-08-10,,폐업,2009-06-01,,,,,참편한약국,I,2026-03-26 22:33:58,,폐업,03,0,03,0512410095,,,부산광역시 중구 대청동 1가 39-2,2006-08-10,2011-05-02 14:05:02
3250000,PHMD120073250021084000001,2007-01-24,,폐업,2010-10-01,,,,,한솔약국,I,2026-03-26 22:33:58,,폐업,03,0,03,0514420911,,,부산광역시 중구 동광동 5가 16-37,2007-01-24,2010-10-04 09:15:35
3250000,PHMD120073250021084000002,2007-02-08,,폐업,2011-02-11,,,,,메디팜백세약국,I,2026-03-26 22:33:58,,폐업,03,0,03,0512560103,,,부산광역시 중구 남포동 5가 67,2007-02-08,2011-04-17 10:40:38
3250000,PHMD120073250021084000003,2007-05-31,,폐업,2009-06-11,,,,,동인당약국,I,2026-03-26 22:33:58,,폐업,03,0,03,0512455773,,,부산광역시 중구 부평동 2가 80-3,2007-05-31,2009-06-15 18:04:44
3250000,PHMD120083250021084000001,2008-01-02,,폐업,2014-02-03,,,,,양약국,I,2026-03-26 22:33:58,부산광역시 중구 대청로 81 (대청동3가),폐업,03,0,03,0514626057,384914.029318891    ,180108.282041029    ,부산광역시 중구 대청동 3가 7-20,2008-01-02,2014-02-03 10:49:44
3250000,PHMD120083250021084000002,2008-01-02,,폐업,2012-06-25,,,,,새메디칼약국,I,2026-03-26 22:33:58,,폐업,03,0,03,0514420575,,,부산광역시 중구 대청동 3가 9-3,2008-01-02,2012-06-25 13:43:35
3250000,PHMD120083250021084000003,2008-02-01,,폐업,2017-04-12,,,,48962,우리들약국,I,2026-03-26 22:33:58,부산광역시 중구 흑교로52번길 6-1 (보수동1가),폐업,03,0,03,0512410075,384602.31343031     ,180221.362367371    ,부산광역시 중구 보수동 1가 91-1,2008-02-01,2017-04-12 09:06:21
3250000,PHMD119613250021084000001,1961-03-16,,폐업,2011-02-18,,,,,위생약국,I,2026-03-26 22:33:55,,폐업,03,0,03,0512457656,,,부산광역시 중구 부평동 2가 66-5,1961-03-16,2011-03-11 11:28:27
3250000,PHMD119613250021084000002,1961-04-18,,폐업,2019-07-26,,,600-815,48930,역전미도약국,I,2026-03-26 22:33:55,부산광역시 중구 중앙대로81번길 8 (중앙동4가),폐업,03,0,03,0514699693,385500.736292655    ,180338.020588284    ,부산광역시 중구 중앙동4가 47번지,1961-04-18,2019-07-26 13:30:03
3250000,PHMD119623250021084000001,1962-03-10,,폐업,2012-09-30,,,,,주성약국,I,2026-03-26 22:33:55,부산광역시 중구 중앙대로147번길 3 (영주동),폐업,03,0,03,0514694647,,,부산광역시 중구 영주동 1가 616-6,1962-03-10,2012-10-02 16:10:54
3250000,PHMD119623250021084000002,1962-09-24,,폐업,2018-04-02,,,,48911,제일약국,I,2026-03-26 22:33:56,부산광역시 중구 초량중로 4 (영주동),폐업,03,0,03,0514697037,385563.705308679    ,181157.590784071    ,부산광역시 중구 영주동 23-18,1962-09-24,2018-04-02 11:36:50
3250000,PHMD120153250021084000006,2015-11-06,,폐업,2016-04-04,,,,48954,남포지하철약국,I,2026-03-26 22:34:00,"부산광역시 중구 구덕로 지하 12, 상가 39호 (남포동1가, 도시철도 남포역)",폐업,03,11,03,,385452.603862548    ,179538.845528092    ,부산광역시 중구 남포동1가 11번지,2015-11-06,2016-04-04 13:48:01
3250000,PHMD120153250021084000007,2015-12-11,,폐업,2016-09-29,,,,48942,스마일약국,I,2026-03-26 22:34:00,"부산광역시 중구 중앙대로 26 (중앙동6가, 국제빌딩)",폐업,03,44,03,0514660468,385666.280865059    ,179774.158396281    ,부산광역시 중구 중앙동6가 12번지,2015-12-11,2016-09-29 14:24:40
3250000,PHMD120163250021084000002,2016-04-04,,폐업,2021-03-31,,,,48954,남포지하철약국,I,2026-03-26 22:34:00,"부산광역시 중구 구덕로 지하 12, 상가 39호 (남포동1가, 도시철도 남포역)",폐업,03,11,03,0512456678,385452.603862548    ,179538.845528092    ,부산광역시 중구 남포동1가 11번지,2016-04-04,2021-03-31 13:43:51
3250000,PHMD120163250021084000003,2016-06-01,,폐업,2016-08-25,,,,48977,국제약국,I,2026-03-26 22:34:00,부산광역시 중구 흑교로 38 (부평동2가),폐업,03,132,03,0512462768,384608.762917794    ,180072.685017363    ,부산광역시 중구 부평동2가 80번지 3호,2016-06-01,2016-08-25 10:47:42
3250000,PHMD120163250021084000004,2016-08-25,,폐업,2022-12-02,,,,48977,국제약국,I,2026-03-26 22:34:00,부산광역시 중구 흑교로 38 (부평동2가),폐업,03,132,03,0512462768,384608.762917794    ,180072.685017363    ,부산광역시 중구 부평동2가 80번지 3호,2016-08-25,2022-12-29 10:58:44
3250000,PHMD120163250021084000005,2016-11-21,,폐업,2019-08-19,,,,48921,새한솔약국,I,2026-03-26 22:34:00,부산광역시 중구 동영로 4 (동광동5가),폐업,03,62,03,,385305.463245849    ,180614.22050161     ,부산광역시 중구 동광동5가 16번지 37호,2016-11-21,2019-08-19 10:03:49
3250000,PHMD120173250021084000001,2017-02-28,,폐업,2017-12-31,,,,48953,제일대동약국,I,2026-03-26 22:34:00,부산광역시 중구 구덕로34번길 34-3 (남포동4가),폐업,03,79,03,,,,,2017-02-28,2018-01-02 14:23:50
3250000,PHMD120173250021084000003,2017-04-12,,폐업,2019-07-01,,,,48962,우리들약국,I,2026-03-26 22:34:00,부산광역시 중구 흑교로52번길 6-1 (보수동1가),폐업,03,104,03,0512410075,384602.31343031     ,180221.362367371    ,부산광역시 중구 보수동1가 91번지 1호,2017-04-12,2019-07-01 11:33:54
3250000,PHMD120173250021084000004,2017-09-04,,폐업,2020-07-06,,,,48925,푸른지산약국,I,2026-03-26 22:34:01,"부산광역시 중구 샘길 1, 2층 (동광동5가)",폐업,03,83,03,0514424046,385281.02690076     ,180539.427769861    ,부산광역시 중구 동광동5가 19번지 13호,2017-09-04,2020-07-06 10:28:40
3250000,PHMD120183250021084000001,2018-01-02,,폐업,2018-09-27,,,,48953,제일대동약국,I,2026-03-26 22:34:01,부산광역시 중구 구덕로34번길 3 (남포동4가),폐업,03,79,03,,385211.790602228    ,179567.012887262    ,부산광역시 중구 남포동4가 2번지 7호,2018-01-02,2018-09-27 11:01:56
3250000,PHMD120183250021084000002,2018-07-02,,폐업,2021-10-28,,,,48949,오즈약국,I,2026-03-26 22:34:01,"부산광역시 중구 광복중앙로34번길 13, 1층 (대청동2가)",폐업,03,37,03,0512485002,385163.897713577    ,180030.687677778    ,부산광역시 중구 대청동2가 28번지 4호,2018-07-02,2021-10-28 11:03:14
3250000,PHMD120183250021084000004,2018-11-28,,폐업,2024-12-31,,,,48921,소망약국,I,2026-03-26 22:34:01,"부산광역시 중구 동영로 6-2, 1층 (동광동5가)",폐업,03,9,03,0514422200,385317.237804327    ,180635.366153188    ,부산광역시 중구 동광동5가 16번지 32호,2018-11-28,2025-11-19 17:59:19
3250000,PHMD120193250021084000001,2019-07-26,,폐업,2020-09-28,,,,48930,역전미도약국,I,2026-03-26 22:34:01,"부산광역시 중구 해관로 69, 1층 (중앙동4가)",폐업,03,40,03,,385506.806710793    ,180339.259542844    ,부산광역시 중구 중앙동4가 47번지 1호,2019-07-26,2020-09-28 14:56:52
3250000,PHMD120193250021084000002,2019-08-19,,폐업,2021-02-22,,,,48921,새한솔약국,I,2026-03-26 22:34:01,"부산광역시 중구 동영로 4, 2층 (동광동5가)",폐업,03,62,03,0514420911,385305.463245849    ,180614.22050161     ,부산광역시 중구 동광동5가 16번지 37호,2019-08-19,2021-02-22 10:42:50
3250000,PHMD120213250021084000004,2021-10-28,,폐업,2025-07-17,,,,48949,오즈약국,I,2026-03-26 22:34:02,"부산광역시 중구 광복중앙로34번길 13, 1층 (대청동2가)",폐업,03,37,03,0512532005,385163.897713577    ,180030.687677778    ,부산광역시 중구 대청동2가 28-4,2021-10-28,2025-07-15 15:23:46
3250000,PHMD120223250021084000004,2022-10-27,,폐업,2024-11-18,,,,48972,신중앙약국,I,2026-03-26 22:34:01,"부산광역시 중구 중구로 113, 1-2층 (대청동4가)",폐업,03,96,03,0514656777,385195.63964613     ,180496.163787998    ,부산광역시 중구 대청동4가 14-4,2022-10-27,2024-11-18 11:11:11
3250000,PHMD120233250021084000002,2023-06-16,,폐업,2024-09-14,,,,48957,팬스타약국,I,2026-03-26 22:34:01,"부산광역시 중구 해관로 30, 1층 (중앙동2가)",폐업,03,25,03,0512420999,385565.687930937    ,179949.49925438     ,부산광역시 중구 중앙동2가 3,2023-06-16,2024-09-19 17:44:01
3250000,PHMD120083250021084000004,2008-02-21,,폐업,2012-10-29,,,,,평화약국,I,2026-03-26 22:33:58,부산광역시 중구 중앙대로 154 (중앙동4가),폐업,03,23,03,0514691060,385749.036512052    ,181000.618673514    ,부산광역시 중구 중앙동 4가 76-14,2008-02-21,2012-10-30 13:08:18
3250000,PHMD120083250021084000005,2008-08-05,,폐업,2011-11-28,,,,,성모온누리약국,I,2026-03-26 22:33:58,,폐업,03,82,03,0514668009,,,부산광역시 중구 동광동 5가 16-36,2008-08-05,2011-11-28 13:37:18
3250000,PHMD120093250021084000001,2009-06-02,,폐업,2010-08-16,,,621-070,,용두산약국,I,2026-03-26 22:33:58,,폐업,03,53,03,,370115.612125189    ,197729.973659176    ,경상남도 김해시 삼계동 1439번지 5호 66통 9반 화정마을아이파크가야 408동 501호,2009-06-02,2010-08-19 11:20:11
3250000,PHMD120093250021084000002,2009-06-11,,폐업,2012-07-17,,,600-806,,동인당약국,I,2026-03-26 22:33:58,부산광역시 중구 대청로 52 (부평동2가),폐업,03,28,03,,384613.813034885    ,180082.490276656    ,부산광역시 중구 부평동2가 80번지 7호,2009-06-11,2012-07-18 10:24:36
3250000,PHMD120093250021084000004,2009-07-06,,폐업,2010-08-24,,,604-756,,신천지약국,I,2026-03-26 22:33:58,"부산광역시 사하구 다대로 473, 110동 501호 (다대동,현대아파트)",폐업,03,18,03,0512430304,380398.062015138    ,175314.286676535    ,부산광역시 사하구 다대동 120번지 1호 5통 1반 현대아파트 110동 501호,2009-07-06,2011-04-17 10:43:39
3250000,PHMD120093250021084000006,2009-08-18,,폐업,2013-08-16,,,600-025,,제일약국,I,2026-03-26 22:33:58,부산광역시 중구 동영로 7 (동광동5가),폐업,03,28,03,0514687004,385308.471742967    ,180654.757923543    ,부산광역시 중구 동광동5가 15번지 83호,2009-08-18,2013-08-16 10:30:59
